ArmModuleId: 	0 	Time: 	2761823 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3712736750 	time_after_control_loop: 	3712810126 	T_diff: 	73376 	AngleAxisMust1: 	228.6 	AngleAxisMust0: 	198 	AngleWheelMust1: 	237.201 	AngleWheelMust0: 	219.999 	AngleAxisIs1: 	228.6 	AngleAxisIs0: 	197.91 	AngleWheelIs1: 	220.042 	AngleWheelIs0: 	237.158 	PositionError1: 	-0.0473328 	PositionError0: 	0.0367889 	CurrentMust0: 	32 	CurrentIs0: 	24 	CurrentMust1: 	41 	CurrentIs1: 	41 	
ArmModuleId: 	0 	Time: 	5819212 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3715794125 	time_after_control_loop: 	3715822326 	T_diff: 	28201 	AngleAxisMust1: 	221.355 	AngleAxisMust0: 	195.317 	AngleWheelMust1: 	228.674 	AngleWheelMust0: 	214.036 	AngleAxisIs1: 	223.65 	AngleAxisIs0: 	201.24 	AngleWheelIs1: 	213.501 	AngleWheelIs0: 	233.799 	PositionError1: 	0.536285 	PositionError0: 	-5.1241 	CurrentMust0: 	-422 	CurrentIs0: 	-551 	CurrentMust1: 	-596 	CurrentIs1: 	-669 	
ArmModuleId: 	1 	Time: 	5875670 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3715850595 	time_after_control_loop: 	3715880671 	T_diff: 	30076 	AngleAxisMust1: 	200.601 	AngleAxisMust0: 	224.955 	AngleWheelMust1: 	222.082 	AngleWheelMust0: 	179.12 	AngleAxisIs1: 	201.87 	AngleAxisIs0: 	228.96 	AngleWheelIs1: 	178.475 	AngleWheelIs0: 	225.265 	PositionError1: 	0.644913 	PositionError0: 	-3.18196 	CurrentMust0: 	-562 	CurrentIs0: 	-701 	CurrentMust1: 	-364 	CurrentIs1: 	-370 	
ArmModuleId: 	0 	Time: 	5963884 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3715938806 	time_after_control_loop: 	3715974376 	T_diff: 	35570 	AngleAxisMust1: 	220.886 	AngleAxisMust0: 	195.143 	AngleWheelMust1: 	228.122 	AngleWheelMust0: 	213.65 	AngleAxisIs1: 	222.12 	AngleAxisIs0: 	200.88 	AngleWheelIs1: 	212.143 	AngleWheelIs0: 	232.097 	PositionError1: 	1.50816 	PositionError0: 	-3.97415 	CurrentMust0: 	-544 	CurrentIs0: 	-537 	CurrentMust1: 	-771 	CurrentIs1: 	-774 	
ArmModuleId: 	1 	Time: 	6027250 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3716002183 	time_after_control_loop: 	3716028130 	T_diff: 	25947 	AngleAxisMust1: 	200.367 	AngleAxisMust0: 	224.445 	AngleWheelMust1: 	221.604 	AngleWheelMust0: 	179.13 	AngleAxisIs1: 	200.07 	AngleAxisIs0: 	225.18 	AngleWheelIs1: 	178.482 	AngleWheelIs0: 	221.658 	PositionError1: 	0.648666 	PositionError0: 	-0.0531311 	CurrentMust0: 	294 	CurrentIs0: 	208 	CurrentMust1: 	-364 	CurrentIs1: 	-344 	
ArmModuleId: 	0 	Time: 	6114039 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3716088951 	time_after_control_loop: 	3716117809 	T_diff: 	28858 	AngleAxisMust1: 	220.402 	AngleAxisMust0: 	194.964 	AngleWheelMust1: 	227.553 	AngleWheelMust0: 	213.252 	AngleAxisIs1: 	222.48 	AngleAxisIs0: 	200.88 	AngleWheelIs1: 	212.503 	AngleWheelIs0: 	232.457 	PositionError1: 	0.750061 	PositionError0: 	-4.90347 	CurrentMust0: 	-1045 	CurrentIs0: 	-1038 	CurrentMust1: 	-634 	CurrentIs1: 	-660 	
ArmModuleId: 	1 	Time: 	6170317 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3716145248 	time_after_control_loop: 	3716186748 	T_diff: 	41500 	AngleAxisMust1: 	200.126 	AngleAxisMust0: 	223.919 	AngleWheelMust1: 	221.112 	AngleWheelMust0: 	179.141 	AngleAxisIs1: 	199.98 	AngleAxisIs0: 	225.27 	AngleWheelIs1: 	178.349 	AngleWheelIs0: 	221.611 	PositionError1: 	0.791977 	PositionError0: 	-0.49826 	CurrentMust0: 	238 	CurrentIs0: 	146 	CurrentMust1: 	-379 	CurrentIs1: 	-384 	
ArmModuleId: 	0 	Time: 	6265430 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3716240342 	time_after_control_loop: 	3716279197 	T_diff: 	38855 	AngleAxisMust1: 	219.895 	AngleAxisMust0: 	194.776 	AngleWheelMust1: 	226.955 	AngleWheelMust0: 	212.834 	AngleAxisIs1: 	222.3 	AngleAxisIs0: 	200.88 	AngleWheelIs1: 	212.323 	AngleWheelIs0: 	232.277 	PositionError1: 	0.512253 	PositionError0: 	-5.32097 	CurrentMust0: 	-457 	CurrentIs0: 	-485 	CurrentMust1: 	-592 	CurrentIs1: 	-601 	
ArmModuleId: 	1 	Time: 	6332674 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3716307624 	time_after_control_loop: 	3716333856 	T_diff: 	26232 	AngleAxisMust1: 	199.873 	AngleAxisMust0: 	223.367 	AngleWheelMust1: 	220.596 	AngleWheelMust0: 	179.151 	AngleAxisIs1: 	201.15 	AngleAxisIs0: 	227.61 	AngleWheelIs1: 	178.4 	AngleWheelIs0: 	223.9 	PositionError1: 	0.7509 	PositionError0: 	-3.30305 	CurrentMust0: 	-134 	CurrentIs0: 	-134 	CurrentMust1: 	-375 	CurrentIs1: 	-398 	
ArmModuleId: 	0 	Time: 	6424089 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3716399001 	time_after_control_loop: 	3716424922 	T_diff: 	25921 	AngleAxisMust1: 	219.362 	AngleAxisMust0: 	194.579 	AngleWheelMust1: 	226.328 	AngleWheelMust0: 	212.396 	AngleAxisIs1: 	222.3 	AngleAxisIs0: 	200.7 	AngleWheelIs1: 	212.409 	AngleWheelIs0: 	232.191 	PositionError1: 	-0.0121002 	PositionError0: 	-5.8618 	CurrentMust0: 	-998 	CurrentIs0: 	-979 	CurrentMust1: 	-497 	CurrentIs1: 	-497 	
ArmModuleId: 	1 	Time: 	6478391 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3716453335 	time_after_control_loop: 	3716483524 	T_diff: 	30189 	AngleAxisMust1: 	199.608 	AngleAxisMust0: 	222.788 	AngleWheelMust1: 	220.054 	AngleWheelMust0: 	179.163 	AngleAxisIs1: 	201.33 	AngleAxisIs0: 	228.87 	AngleWheelIs1: 	177.978 	AngleWheelIs0: 	224.682 	PositionError1: 	1.18428 	PositionError0: 	-4.62692 	CurrentMust0: 	-440 	CurrentIs0: 	-425 	CurrentMust1: 	-418 	CurrentIs1: 	-398 	
ArmModuleId: 	0 	Time: 	6563631 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3716538560 	time_after_control_loop: 	3716574941 	T_diff: 	36381 	AngleAxisMust1: 	218.861 	AngleAxisMust0: 	194.393 	AngleWheelMust1: 	225.738 	AngleWheelMust0: 	211.984 	AngleAxisIs1: 	222.3 	AngleAxisIs0: 	200.79 	AngleWheelIs1: 	212.366 	AngleWheelIs0: 	232.234 	PositionError1: 	-0.381409 	PositionError0: 	-6.49443 	CurrentMust0: 	-1543 	CurrentIs0: 	-1555 	CurrentMust1: 	-417 	CurrentIs1: 	-401 	
ArmModuleId: 	1 	Time: 	6625469 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3716600395 	time_after_control_loop: 	3716628049 	T_diff: 	27654 	AngleAxisMust1: 	199.359 	AngleAxisMust0: 	222.243 	AngleWheelMust1: 	219.544 	AngleWheelMust0: 	179.173 	AngleAxisIs1: 	200.43 	AngleAxisIs0: 	225.9 	AngleWheelIs1: 	178.497 	AngleWheelIs0: 	222.363 	PositionError1: 	0.675812 	PositionError0: 	-2.81767 	CurrentMust0: 	-423 	CurrentIs0: 	-627 	CurrentMust1: 	-367 	CurrentIs1: 	-370 	
ArmModuleId: 	0 	Time: 	6716154 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3716691067 	time_after_control_loop: 	3716719451 	T_diff: 	28384 	AngleAxisMust1: 	218.343 	AngleAxisMust0: 	194.201 	AngleWheelMust1: 	225.129 	AngleWheelMust0: 	211.558 	AngleAxisIs1: 	222.3 	AngleAxisIs0: 	200.7 	AngleWheelIs1: 	212.409 	AngleWheelIs0: 	232.191 	PositionError1: 	-0.850479 	PositionError0: 	-7.0607 	CurrentMust0: 	-770 	CurrentIs0: 	-776 	CurrentMust1: 	-285 	CurrentIs1: 	-283 	
ArmModuleId: 	1 	Time: 	6769912 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3716744844 	time_after_control_loop: 	3716779492 	T_diff: 	34648 	AngleAxisMust1: 	199.101 	AngleAxisMust0: 	221.681 	AngleWheelMust1: 	219.017 	AngleWheelMust0: 	179.184 	AngleAxisIs1: 	198.63 	AngleAxisIs0: 	222.39 	AngleWheelIs1: 	178.375 	AngleWheelIs0: 	218.885 	PositionError1: 	0.809601 	PositionError0: 	0.132858 	CurrentMust0: 	-186 	CurrentIs0: 	-67 	CurrentMust1: 	-380 	CurrentIs1: 	-358 	
ArmModuleId: 	0 	Time: 	6861904 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3716836815 	time_after_control_loop: 	3716866601 	T_diff: 	29786 	AngleAxisMust1: 	217.786 	AngleAxisMust0: 	193.995 	AngleWheelMust1: 	224.474 	AngleWheelMust0: 	211.099 	AngleAxisIs1: 	222.3 	AngleAxisIs0: 	200.88 	AngleWheelIs1: 	212.323 	AngleWheelIs0: 	232.277 	PositionError1: 	-1.22284 	PositionError0: 	-7.80226 	CurrentMust0: 	-1446 	CurrentIs0: 	-1433 	CurrentMust1: 	-143 	CurrentIs1: 	-187 	
ArmModuleId: 	1 	Time: 	6920423 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3716895351 	time_after_control_loop: 	3716921159 	T_diff: 	25808 	AngleAxisMust1: 	198.823 	AngleAxisMust0: 	221.075 	AngleWheelMust1: 	218.45 	AngleWheelMust0: 	179.196 	AngleAxisIs1: 	197.73 	AngleAxisIs0: 	220.59 	AngleWheelIs1: 	178.335 	AngleWheelIs0: 	217.125 	PositionError1: 	0.861343 	PositionError0: 	1.32613 	CurrentMust0: 	-34 	CurrentIs0: 	-38 	CurrentMust1: 	-386 	CurrentIs1: 	-364 	
ArmModuleId: 	0 	Time: 	6999081 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3716973994 	time_after_control_loop: 	3717004201 	T_diff: 	30207 	AngleAxisMust1: 	217.278 	AngleAxisMust0: 	193.807 	AngleWheelMust1: 	223.875 	AngleWheelMust0: 	210.681 	AngleAxisIs1: 	222.3 	AngleAxisIs0: 	200.7 	AngleWheelIs1: 	212.409 	AngleWheelIs0: 	232.191 	PositionError1: 	-1.72742 	PositionError0: 	-8.31479 	CurrentMust0: 	-996 	CurrentIs0: 	-990 	CurrentMust1: 	48 	CurrentIs1: 	53 	
ArmModuleId: 	1 	Time: 	7056267 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3717031196 	time_after_control_loop: 	3717059165 	T_diff: 	27969 	AngleAxisMust1: 	198.57 	AngleAxisMust0: 	220.522 	AngleWheelMust1: 	217.933 	AngleWheelMust0: 	179.207 	AngleAxisIs1: 	197.91 	AngleAxisIs0: 	220.59 	AngleWheelIs1: 	178.515 	AngleWheelIs0: 	217.305 	PositionError1: 	0.692169 	PositionError0: 	0.628677 	CurrentMust0: 	-64 	CurrentIs0: 	-38 	CurrentMust1: 	-369 	CurrentIs1: 	-350 	
ArmModuleId: 	0 	Time: 	7146600 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3717121513 	time_after_control_loop: 	3717147705 	T_diff: 	26192 	AngleAxisMust1: 	216.723 	AngleAxisMust0: 	193.601 	AngleWheelMust1: 	223.222 	AngleWheelMust0: 	210.224 	AngleAxisIs1: 	222.12 	AngleAxisIs0: 	200.88 	AngleWheelIs1: 	212.143 	AngleWheelIs0: 	232.097 	PositionError1: 	-1.91782 	PositionError0: 	-8.87354 	CurrentMust0: 	-1731 	CurrentIs0: 	-1706 	CurrentMust1: 	216 	CurrentIs1: 	226 	
ArmModuleId: 	1 	Time: 	7211712 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3717186647 	time_after_control_loop: 	3717215003 	T_diff: 	28356 	AngleAxisMust1: 	198.294 	AngleAxisMust0: 	219.919 	AngleWheelMust1: 	217.368 	AngleWheelMust0: 	179.219 	AngleAxisIs1: 	198 	AngleAxisIs0: 	220.5 	AngleWheelIs1: 	178.648 	AngleWheelIs0: 	217.352 	PositionError1: 	0.570984 	PositionError0: 	0.0172729 	CurrentMust0: 	-110 	CurrentIs0: 	-104 	CurrentMust1: 	-357 	CurrentIs1: 	-378 	
ArmModuleId: 	0 	Time: 	7297164 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3717272078 	time_after_control_loop: 	3717300680 	T_diff: 	28602 	AngleAxisMust1: 	216.153 	AngleAxisMust0: 	193.39 	AngleWheelMust1: 	222.551 	AngleWheelMust0: 	209.754 	AngleAxisIs1: 	221.76 	AngleAxisIs0: 	200.88 	AngleWheelIs1: 	211.783 	AngleWheelIs0: 	231.737 	PositionError1: 	-2.02747 	PositionError0: 	-9.18513 	CurrentMust0: 	-1153 	CurrentIs0: 	-1186 	CurrentMust1: 	385 	CurrentIs1: 	440 	
ArmModuleId: 	1 	Time: 	7353004 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3717327932 	time_after_control_loop: 	3717354627 	T_diff: 	26695 	AngleAxisMust1: 	198.009 	AngleAxisMust0: 	219.299 	AngleWheelMust1: 	216.788 	AngleWheelMust0: 	179.231 	AngleAxisIs1: 	197.82 	AngleAxisIs0: 	220.5 	AngleWheelIs1: 	178.468 	AngleWheelIs0: 	217.172 	PositionError1: 	0.763092 	PositionError0: 	-0.383255 	CurrentMust0: 	-158 	CurrentIs0: 	-163 	CurrentMust1: 	-376 	CurrentIs1: 	-378 	
ArmModuleId: 	0 	Time: 	7437079 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3717411991 	time_after_control_loop: 	3717440155 	T_diff: 	28164 	AngleAxisMust1: 	215.579 	AngleAxisMust0: 	193.178 	AngleWheelMust1: 	221.876 	AngleWheelMust0: 	209.283 	AngleAxisIs1: 	219.96 	AngleAxisIs0: 	200.88 	AngleWheelIs1: 	209.983 	AngleWheelIs0: 	229.937 	PositionError1: 	-0.699158 	PositionError0: 	-8.05968 	CurrentMust0: 	-1553 	CurrentIs0: 	-1455 	CurrentMust1: 	242 	CurrentIs1: 	180 	
ArmModuleId: 	1 	Time: 	7494496 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3717469512 	time_after_control_loop: 	3717500395 	T_diff: 	30883 	AngleAxisMust1: 	197.724 	AngleAxisMust0: 	218.676 	AngleWheelMust1: 	216.204 	AngleWheelMust0: 	179.243 	AngleAxisIs1: 	197.73 	AngleAxisIs0: 	220.59 	AngleWheelIs1: 	178.335 	AngleWheelIs0: 	217.125 	PositionError1: 	0.90831 	PositionError0: 	-0.919495 	CurrentMust0: 	-239 	CurrentIs0: 	-244 	CurrentMust1: 	-390 	CurrentIs1: 	-384 	
ArmModuleId: 	0 	Time: 	7586292 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3717561204 	time_after_control_loop: 	3717589715 	T_diff: 	28511 	AngleAxisMust1: 	214.991 	AngleAxisMust0: 	192.959 	AngleWheelMust1: 	221.183 	AngleWheelMust0: 	208.798 	AngleAxisIs1: 	216.72 	AngleAxisIs0: 	200.43 	AngleWheelIs1: 	206.958 	AngleWheelIs0: 	226.482 	PositionError1: 	1.84117 	PositionError0: 	-5.29778 	CurrentMust0: 	-453 	CurrentIs0: 	-415 	CurrentMust1: 	-257 	CurrentIs1: 	-41 	
ArmModuleId: 	1 	Time: 	7645752 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3717620697 	time_after_control_loop: 	3717647913 	T_diff: 	27216 	AngleAxisMust1: 	197.43 	AngleAxisMust0: 	218.036 	AngleWheelMust1: 	215.605 	AngleWheelMust0: 	179.256 	AngleAxisIs1: 	197.64 	AngleAxisIs0: 	220.59 	AngleWheelIs1: 	178.245 	AngleWheelIs0: 	217.035 	PositionError1: 	1.01082 	PositionError0: 	-1.42873 	CurrentMust0: 	-343 	CurrentIs0: 	-340 	CurrentMust1: 	-401 	CurrentIs1: 	-418 	
ArmModuleId: 	0 	Time: 	7752297 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3717727232 	time_after_control_loop: 	3717762341 	T_diff: 	35109 	AngleAxisMust1: 	214.341 	AngleAxisMust0: 	192.719 	AngleWheelMust1: 	220.419 	AngleWheelMust0: 	208.264 	AngleAxisIs1: 	213.03 	AngleAxisIs0: 	200.07 	AngleWheelIs1: 	203.44 	AngleWheelIs0: 	222.62 	PositionError1: 	4.82455 	PositionError0: 	-2.2002 	CurrentMust0: 	-206 	CurrentIs0: 	-275 	CurrentMust1: 	-1079 	CurrentIs1: 	-1051 	
ArmModuleId: 	1 	Time: 	7819506 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3717794476 	time_after_control_loop: 	3717824546 	T_diff: 	30070 	AngleAxisMust1: 	197.107 	AngleAxisMust0: 	217.33 	AngleWheelMust1: 	214.944 	AngleWheelMust0: 	179.269 	AngleAxisIs1: 	197.73 	AngleAxisIs0: 	220.5 	AngleWheelIs1: 	178.378 	AngleWheelIs0: 	217.082 	PositionError1: 	0.891647 	PositionError0: 	-2.13669 	CurrentMust0: 	-507 	CurrentIs0: 	-510 	CurrentMust1: 	-389 	CurrentIs1: 	-390 	
ArmModuleId: 	0 	Time: 	7912859 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3717887766 	time_after_control_loop: 	3717913618 	T_diff: 	25852 	AngleAxisMust1: 	213.697 	AngleAxisMust0: 	192.48 	AngleWheelMust1: 	219.66 	AngleWheelMust0: 	207.733 	AngleAxisIs1: 	212.67 	AngleAxisIs0: 	200.07 	AngleWheelIs1: 	203.08 	AngleWheelIs0: 	222.26 	PositionError1: 	4.65427 	PositionError0: 	-2.59863 	CurrentMust0: 	-471 	CurrentIs0: 	-470 	CurrentMust1: 	-1337 	CurrentIs1: 	-1340 	
ArmModuleId: 	1 	Time: 	7970555 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3717945483 	time_after_control_loop: 	3717974527 	T_diff: 	29044 	AngleAxisMust1: 	196.786 	AngleAxisMust0: 	216.629 	AngleWheelMust1: 	214.289 	AngleWheelMust0: 	179.283 	AngleAxisIs1: 	196.65 	AngleAxisIs0: 	218.16 	AngleWheelIs1: 	178.416 	AngleWheelIs0: 	214.884 	PositionError1: 	0.867218 	PositionError0: 	-0.594131 	CurrentMust0: 	240 	CurrentIs0: 	259 	CurrentMust1: 	-386 	CurrentIs1: 	-390 	
ArmModuleId: 	0 	Time: 	8057318 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3718032229 	time_after_control_loop: 	3718058137 	T_diff: 	25908 	AngleAxisMust1: 	213.045 	AngleAxisMust0: 	192.239 	AngleWheelMust1: 	218.893 	AngleWheelMust0: 	207.197 	AngleAxisIs1: 	212.76 	AngleAxisIs0: 	200.07 	AngleWheelIs1: 	203.17 	AngleWheelIs0: 	222.35 	PositionError1: 	4.02791 	PositionError0: 	-3.45563 	CurrentMust0: 	-844 	CurrentIs0: 	-854 	CurrentMust1: 	-1224 	CurrentIs1: 	-1222 	
ArmModuleId: 	1 	Time: 	8118600 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3718093526 	time_after_control_loop: 	3718119366 	T_diff: 	25840 	AngleAxisMust1: 	196.461 	AngleAxisMust0: 	215.921 	AngleWheelMust1: 	213.625 	AngleWheelMust0: 	179.297 	AngleAxisIs1: 	196.74 	AngleAxisIs0: 	218.7 	AngleWheelIs1: 	178.248 	AngleWheelIs0: 	215.232 	PositionError1: 	1.0491 	PositionError0: 	-1.60541 	CurrentMust0: 	90 	CurrentIs0: 	68 	CurrentMust1: 	-404 	CurrentIs1: 	-418 	
ArmModuleId: 	0 	Time: 	8209049 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3718183966 	time_after_control_loop: 	3718212862 	T_diff: 	28896 	AngleAxisMust1: 	212.449 	AngleAxisMust0: 	192.018 	AngleWheelMust1: 	218.191 	AngleWheelMust0: 	206.706 	AngleAxisIs1: 	212.67 	AngleAxisIs0: 	200.16 	AngleWheelIs1: 	203.037 	AngleWheelIs0: 	222.303 	PositionError1: 	3.67014 	PositionError0: 	-4.11046 	CurrentMust0: 	-239 	CurrentIs0: 	-234 	CurrentMust1: 	-1160 	CurrentIs1: 	-1170 	
ArmModuleId: 	1 	Time: 	8263776 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3718238704 	time_after_control_loop: 	3718271074 	T_diff: 	32370 	AngleAxisMust1: 	196.164 	AngleAxisMust0: 	215.273 	AngleWheelMust1: 	213.019 	AngleWheelMust0: 	179.31 	AngleAxisIs1: 	197.37 	AngleAxisIs0: 	220.32 	AngleWheelIs1: 	178.104 	AngleWheelIs0: 	216.636 	PositionError1: 	1.20589 	PositionError0: 	-3.61617 	CurrentMust0: 	-224 	CurrentIs0: 	-205 	CurrentMust1: 	-420 	CurrentIs1: 	-404 	
ArmModuleId: 	0 	Time: 	8349452 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3718324365 	time_after_control_loop: 	3718353052 	T_diff: 	28687 	AngleAxisMust1: 	211.796 	AngleAxisMust0: 	191.776 	AngleWheelMust1: 	217.423 	AngleWheelMust0: 	206.169 	AngleAxisIs1: 	212.76 	AngleAxisIs0: 	199.98 	AngleWheelIs1: 	203.213 	AngleWheelIs0: 	222.307 	PositionError1: 	2.95726 	PositionError0: 	-4.88217 	CurrentMust0: 	-694 	CurrentIs0: 	-736 	CurrentMust1: 	-1032 	CurrentIs1: 	-1038 	
ArmModuleId: 	1 	Time: 	8412822 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3718387799 	time_after_control_loop: 	3718420400 	T_diff: 	32601 	AngleAxisMust1: 	195.839 	AngleAxisMust0: 	214.564 	AngleWheelMust1: 	212.355 	AngleWheelMust0: 	179.324 	AngleAxisIs1: 	197.28 	AngleAxisIs0: 	219.33 	AngleWheelIs1: 	178.487 	AngleWheelIs0: 	216.073 	PositionError1: 	0.8367 	PositionError0: 	-3.71701 	CurrentMust0: 	-398 	CurrentIs0: 	-330 	CurrentMust1: 	-383 	CurrentIs1: 	-378 	
ArmModuleId: 	0 	Time: 	8509468 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3718484381 	time_after_control_loop: 	3718510688 	T_diff: 	26307 	AngleAxisMust1: 	211.158 	AngleAxisMust0: 	191.54 	AngleWheelMust1: 	216.672 	AngleWheelMust0: 	205.644 	AngleAxisIs1: 	212.67 	AngleAxisIs0: 	200.07 	AngleWheelIs1: 	203.08 	AngleWheelIs0: 	222.26 	PositionError1: 	2.565 	PositionError0: 	-5.58636 	CurrentMust0: 	-1240 	CurrentIs0: 	-1267 	CurrentMust1: 	-961 	CurrentIs1: 	-979 	
ArmModuleId: 	1 	Time: 	8561368 	P0: 	100 	P1: 	100 	I0: 	0.3 	I1: 	0.3 	D0: 	10 	D1: 	10 	time_before_control_loop: 	3718536303 	time_after_control_loop: 	3718567208 	T_diff: 	30905 	AngleAxisMust1: 	195.521 	AngleAxisMust0: 	213.87 	AngleWheelMust1: 	211.706 	AngleWheelMust0: 	179.337 	AngleAxisIs1: 	196.47 	AngleAxisIs0: 	217.53 	AngleWheelIs1: 	178.537 	AngleWheelIs0: 	214.403 	PositionError1: 	0.800186 	PositionError0: 	-2.69618 	CurrentMust0: 	-438 	CurrentIs0: 	-462 	CurrentMust1: 	-380 	CurrentIs1: 	-398 	
ArmModuleId: 	0 	Time: 	8653753 	P0: 	180 	P1: 	180 	I0: 	0.5 	I1: 	0.5 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3718628665 	time_after_control_loop: 	3718654997 	T_diff: 	26332 	AngleAxisMust1: 	210.474 	AngleAxisMust0: 	191.287 	AngleWheelMust1: 	215.867 	AngleWheelMust0: 	205.081 	AngleAxisIs1: 	212.67 	AngleAxisIs0: 	200.07 	AngleWheelIs1: 	203.08 	AngleWheelIs0: 	222.26 	PositionError1: 	2.00198 	PositionError0: 	-6.39149 	CurrentMust0: 	-650 	CurrentIs0: 	-640 	CurrentMust1: 	-860 	CurrentIs1: 	-838 	
